Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","1.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","1.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","1.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","2.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","2.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","2.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","2.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","2.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","2.4","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","2.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","2.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20002002","2000-2002","%","-39.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-45.5","E","Estimated value",""
